TIME(s), ROOM SIZE, GENERATED ROOM, ARCHETYPE, GENERATION BIAS,PARENT,TREE LAYER
480.8047,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,2
481.549,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,3
481.7097,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,4
482.4446,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,4
482.6094,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,5
482.9906,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,6
483.6924,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,6
484.2428,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,7
484.4069,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,8
484.9554,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,8
485.1446,4x2,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x1 Square Archetype ,9
486.0551,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x3 Rectangle Archetype ,10
486.2006,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,11
486.5961,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,12
487.108,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,12
487.2857,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,13
487.8545,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,13
488.0013,4x2,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,14
489.4443,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,13
489.6415,4x2,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x2 Rectangle Archetype ,14
491.4448,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,14
491.6016,4x2,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x1 Square Archetype ,15
492.5155,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x3 Rectangle Archetype ,16
492.6927,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x1 Square Archetype ,17
493.0564,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,18
493.4087,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,18
493.5935,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,19
493.9522,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,20
494.4909,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,20
494.6821,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,21
495.0511,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,22
495.5822,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,22
495.7497,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,23
496.4961,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x4 Rectangle Archetype ,23
496.6469,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,24
497.1909,4x2,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,24
498.0863,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,25
498.4492,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x1 Rhombus Archetype ,26
498.8128,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,27
499.1879,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,28
499.5493,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,28
499.706,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,29
500.0863,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,30
500.6138,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,30
500.7926,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,31
501.1556,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x1 Rhombus Archetype ,32
501.5076,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,33
502.2506,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,33
502.4017,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,34
502.9432,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,34
503.1541,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,35
503.488,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,36
503.8482,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,37
504.384,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,37
504.5922,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,38
504.9533,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x1 Rhombus Archetype ,39
505.2896,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,40
505.6508,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,41
506.0128,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x1 Square Archetype ,42
506.3925,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,2x1 Rhombus Archetype ,43
506.7526,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x1 Rhombus Archetype ,44
507.094,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,45
507.8119,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,45
507.9887,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,46
508.3477,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,47
508.8895,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,47
509.0852,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,48
510.5015,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,48
511.051,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,48
511.2402,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,49
511.5825,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,50
511.9498,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,51
512.3108,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,51
512.488,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,52
512.8494,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,53
513.2078,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x1 Square Archetype ,53
513.3959,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,54
513.7547,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,55
514.2815,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,55
514.4854,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,56
514.8447,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,56
515.0015,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,57
515.3963,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,58
515.752,4x2,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,58
516.6475,4x2,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x2 Rectangle Archetype ,59
518.6057,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,57
518.7869,4x2,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,58
520.4023,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,57
520.5966,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x3 Rectangle Archetype ,58
521.1463,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,58
521.3067,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x4 Rectangle Archetype ,59
521.8553,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x4 Rectangle Archetype ,59
522.0444,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x2 Rectangle Archetype ,60
522.3898,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,61
522.9542,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,61
523.1163,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,62
523.4806,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,62
523.6411,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,63
524.3923,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,63
524.5555,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,64
524.9111,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,64
525.0923,4x2,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x4 Rectangle Archetype ,65
525.4415,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x1 Rhombus Archetype ,66
527.084,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,65
527.2528,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,66
527.6151,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,66
527.7957,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,67
528.154,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x4 Rectangle Archetype ,68
528.8871,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,68
529.0521,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,69
529.7932,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,69
529.947,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,70
530.3004,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,70
530.4849,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,71
531.0463,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,71
531.2009,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,72
531.5892,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,73
531.9536,4x2,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,74
533.0065,4x2,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,73
534.0897,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,72
534.8024,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,72
534.9876,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,73
535.7068,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,73
535.891,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,74
536.4454,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,74
536.6011,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,75
536.9928,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,76
537.6808,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x4 Rectangle Archetype ,76
537.881,4x2,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,77
538.2563,4x2,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,78
538.9461,4x2,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,79
539.1466,4x2,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x2 Rectangle Archetype ,80
539.6961,4x2,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,80
540.1959,4x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,null,0
540.1959,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,1
540.5917,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x1 Square Archetype ,1
541.1002,4x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,2x2 L Archetype ,2
542.3856,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,2
542.7519,4x3,2x2 Square Sample Room Variant(Clone),2x2 Square Archetype ,20,1x2 Rectangle Archetype ,2
542.906,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,2
543.0895,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x3 Rectangle Archetype ,3
544.1829,4x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x3 Rectangle Archetype ,3
544.7097,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,3x2 L Archetype ,4
544.8912,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x3 Rectangle Archetype ,5
545.4444,4x3,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x3 Rectangle Archetype ,5
545.6017,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,5
545.7833,4x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,6
546.1411,4x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x1 Rhombus Archetype ,7
547.2507,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,6
547.5861,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,7
548.1415,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x3 Rectangle Archetype ,7
548.3127,4x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,7
548.4872,4x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x1 Square Archetype ,8
548.8524,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x3 T Archetype ,9
549.3939,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x3 T Archetype ,9
549.5941,4x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x3 T Archetype ,9
549.7512,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x1 Square Archetype ,10
550.1063,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,11
551.0163,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,12
551.1841,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x3 Rectangle Archetype ,13
551.7563,4x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x3 Rectangle Archetype ,13
551.9121,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,13
552.0939,4x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,1x2 Rectangle Archetype ,14
552.6526,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,14
552.8067,4x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x3 Rectangle Archetype ,15
553.3429,4x3,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x3 Rectangle Archetype ,15
553.5564,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,15
553.7086,4x3,3x3 Square Room Sample Variant(Clone),3x3 Square Archetype ,30,1x3 Rectangle Archetype ,16
554.2417,4x3,3x3 T Sample Room Variant(Clone),3x3 T Archetype ,30,1x3 Rectangle Archetype ,16
556.9562,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x3 Rectangle Archetype ,16
557.1434,4x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x4 Rectangle Archetype ,17
557.6915,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x4 Rectangle Archetype ,17
558.2017,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,2x2 L Archetype ,18
558.7565,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x2 L Archetype ,19
558.9484,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x4 Rectangle Archetype ,20
559.286,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x4 Rectangle Archetype ,20
559.8411,4x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,2x2 L Archetype ,21
560.0154,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x1 Square Archetype ,22
560.3877,4x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x2 Rectangle Archetype ,23
560.7533,4x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x2 Rectangle Archetype ,23
561.9921,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x3 T Archetype ,24
562.1967,4x3,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x4 Rectangle Archetype ,25
562.8833,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x3 Rectangle Archetype ,26
563.0851,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,27
563.7911,4x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x2 Rectangle Archetype ,27
565.2471,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,2x3 Rectangle Archetype ,26
565.4026,4x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x4 Rectangle Archetype ,27
565.9451,4x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x4 Rectangle Archetype ,27
567.0531,4x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,3x2 L Archetype ,28
567.2132,4x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x1 Square Archetype ,29
568.4837,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,3x2 L Archetype ,30
568.6532,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,1x2 Rectangle Archetype ,31
569.1921,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,31
569.3829,4x3,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x3 Rectangle Archetype ,32
569.9164,4x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x3 Rectangle Archetype ,32
570.4556,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x3 T Archetype ,33
570.8059,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x3 T Archetype ,33
570.9907,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x2 Rectangle Archetype ,34
571.3413,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x2 Rectangle Archetype ,34
571.5496,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,35
571.8914,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,36
572.2548,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x4 Rectangle Archetype ,37
572.7834,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x4 Rectangle Archetype ,37
572.9926,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x3 Rectangle Archetype ,38
573.3439,4x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x3 Rectangle Archetype ,38
573.5034,4x3,1x1 Square Sample Room Variant(Clone),1x1 Square Archetype ,8,1x1 Square Archetype ,39
573.8824,4x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x1 Square Archetype ,39
574.7866,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x1 Square Archetype ,40
575.1492,4x3,1x4 Rectangle Sample Room Variant(Clone),1x4 Rectangle Archetype ,20,1x3 Rectangle Archetype ,41
575.6961,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,1x3 Rectangle Archetype ,41
575.8471,4x3,3x2 L Sample Room Variant(Clone),3x2 L Archetype ,50,1x2 Rectangle Archetype ,42
576.3807,4x3,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,1x2 Rectangle Archetype ,42
576.5847,4x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x3 Rectangle Archetype ,43
576.9493,4x3,2x2 Triangle Sample Room Variant(Clone),2x2 Triangle Archetype ,20,2x2 Triangle Archetype ,44
578.3833,4x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,2x3 Rectangle Archetype ,43
578.555,4x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,2x3 T Archetype ,44
579.6495,4x3,2x2 L Sample Room Variant(Clone),2x2 L Archetype ,20,2x3 T Archetype ,44
580.1923,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x2 L Archetype ,45
580.3472,4x3,2x1 Rhombus Sample Room Variant(Clone),2x1 Rhombus Archetype ,10,1x2 Rectangle Archetype ,46
580.8832,4x3,2x3 T Sample Room Variant(Clone),2x3 T Archetype ,25,1x2 Rectangle Archetype ,46
581.0928,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x3 T Archetype ,47
581.6073,4x3,2x3 Rectangle Sample Room Variant(Clone),2x3 Rectangle Archetype ,30,2x3 T Archetype ,47
581.7961,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,2x3 Rectangle Archetype ,48
582.348,4x3,1x2 Rectangle Sample Room Variant(Clone),1x2 Rectangle Archetype ,10,2x3 Rectangle Archetype ,48
582.5049,4x3,1x3 Rectangle Sample Room Variant(Clone),1x3 Rectangle Archetype ,15,1x2 Rectangle Archetype ,49
